user_id,group,visit_date,conversion,product_category,product_id,product_name,quantity,discount,total_value,payment_method,shipping_method,region,customer_age,customer_gender,device,session_duration,coupon_used,browser,referral_source,conversion_str,price_knn
1007,b,2022-02-11,1,books,1726,novel,4,0.27,113.85,bank_transfer,express,south,48.0,other,tablet,21,no,safari,organic,yes,38.99
1008,b,2022-02-28,0,electronics,1496,camera,0,0.29,0.0,no_conversion,no_conversion,east,46.0,f,mobile,21,no_conversion,chrome,organic,no,413.66
1009,a,2022-02-16,0,fashhion,1327,t-shirt,0,0.15,0.0,no_conversion,no_conversion,central,60.0,m,mobile,26,no_conversion,safari,social,no,105.83
1010,a,2022-02-03,0,electronics,1987,laptop,0,0.24,0.0,no_conversion,no_conversion,central,60.0,m,desktop,2,no_conversion,safari,email,no,858.11
1011,a,2022-02-06,0,home,1534,chair,0,0.29,0.0,no_conversion,no_conversion,central,28.0,f,tablet,21,no_conversion,edge,paid,no,172.11
1012,b,2022-01-06,0,home,1579,sofa,0,0.05,0.0,no_conversion,no_conversion,south,50.0,f,tablet,25,no_conversion,firefox,paid,no,133.34
1013,b,2022-01-07,0,fashhion,1909,sneakers,0,0.01,0.0,no_conversion,no_conversion,south,63.0,m,mobile,21,no_conversion,edge,email,no,142.64
1014,a,2022-01-25,0,books,1446,mystery,0,0.26,0.0,no_conversion,no_conversion,east,18.0,f,mobile,15,no_conversion,firefox,paid,no,29.0
1015,b,2022-02-02,0,sports,1372,running_shoes,0,0.06,0.0,no_conversion,no_conversion,west,38.0,f,desktop,11,no_conversion,edge,social,no,168.89
1016,b,2022-02-24,0,sports,1361,gym_bag,0,0.01,0.0,no_conversion,no_conversion,east,40.0,f,desktop,10,no_conversion,other,social,no,99.33
1017,a,2022-02-27,0,fashhion,1092,t-shirt,0,0.05,0.0,no_conversion,no_conversion,central,26.0,m,mobile,18,no_conversion,chrome,organic,no,26.28
1018,b,2022-01-07,0,sports,1320,gym_bag,0,0.12,0.0,no_conversion,no_conversion,central,18.0,m,tablet,23,no_conversion,chrome,social,no,140.77
1019,b,2022-02-26,0,beauty,1323,lipstick,0,0.07,0.0,no_conversion,no_conversion,north,38.0,f,desktop,22,no_conversion,chrome,paid,no,24.92
1020,a,2022-01-12,0,sports,1383,tennis_racket,0,0.09,0.0,no_conversion,no_conversion,east,39.0,f,mobile,23,no_conversion,other,organic,no,274.62
1021,b,2022-01-16,0,sports,1574,tennis_racket,0,0.29,0.0,no_conversion,no_conversion,central,21.0,m,mobile,24,no_conversion,other,email,no,41.14
1022,a,2022-03-21,0,sports,1735,running_shoes,0,0.21,0.0,no_conversion,no_conversion,central,18.0,m,mobile,26,no_conversion,chrome,email,no,146.55
1023,b,2022-02-12,0,beauty,1736,mascara,0,0.21,0.0,no_conversion,no_conversion,west,68.0,m,tablet,21,no_conversion,chrome,organic,no,17.31
1024,b,2022-03-18,1,books,1880,biography,3,0.03,27.06,cash_on_delivery,same_day,north,27.0,m,mobile,2,yes,firefox,social,yes,184.57213775510203
1025,b,2022-01-07,0,sports,1345,tennis_racket,0,0.22,0.0,no_conversion,no_conversion,east,32.0,f,mobile,7,no_conversion,firefox,organic,no,207.89
1026,a,2022-02-20,0,toys,1848,action_figure,0,0.22,0.0,no_conversion,no_conversion,south,69.0,other,tablet,7,no_conversion,safari,organic,no,66.48
1027,b,2022-03-14,0,beauty,1102,mascara,0,0.2,0.0,no_conversion,no_conversion,east,53.0,m,mobile,24,no_conversion,edge,social,no,14.63
1028,b,2022-02-01,0,fashhion,1214,sneakers,0,0.07,0.0,no_conversion,no_conversion,east,46.0,m,mobile,7,no_conversion,firefox,email,no,20.2
1029,a,2022-03-16,0,electronics,1191,laptop,0,0.13,0.0,no_conversion,no_conversion,west,69.0,f,desktop,26,no_conversion,firefox,organic,no,263.05
1030,b,2022-01-08,0,fashhion,1671,t-shirt,0,0.25,0.0,no_conversion,no_conversion,east,63.0,m,mobile,23,no_conversion,firefox,email,no,157.34
1031,a,2022-03-28,0,electronics,1883,laptop,0,0.2,0.0,no_conversion,no_conversion,west,22.0,f,tablet,14,no_conversion,firefox,paid,no,667.66
1032,b,2022-03-30,0,fashhion,1718,jeans,0,0.22,0.0,no_conversion,no_conversion,west,46.0,f,desktop,29,no_conversion,other,social,no,26.86
1033,a,2022-03-13,0,toys,1780,board_game,0,0.18,0.0,no_conversion,no_conversion,central,64.0,f,mobile,25,no_conversion,safari,paid,no,51.37
1034,a,2022-02-14,0,electronics,1193,camera,0,0.13,0.0,no_conversion,no_conversion,south,64.0,m,tablet,24,no_conversion,firefox,email,no,769.62
1035,a,2022-03-27,0,electronics,1379,smartphone,0,0.23,0.0,no_conversion,no_conversion,west,44.0,m,mobile,2,no_conversion,edge,paid,no,895.16
1036,b,2022-02-28,0,home,1402,table,0,0.02,0.0,no_conversion,no_conversion,north,42.0,f,desktop,2,no_conversion,firefox,paid,no,470.32
1037,a,2022-01-04,0,electronics,1663,camera,0,0.2,0.0,no_conversion,no_conversion,north,33.0,m,tablet,23,no_conversion,other,paid,no,461.95
1038,b,2022-03-08,0,electronics,1748,laptop,0,0.3,0.0,no_conversion,no_conversion,south,33.0,m,desktop,26,no_conversion,chrome,organic,no,308.67
1039,a,2022-01-29,1,home,1599,sofa,5,0.23,602.99,credit_card,express,west,53.0,f,tablet,15,no,chrome,organic,yes,156.62
1040,a,2022-01-29,1,sports,1010,running_shoes,4,0.09,872.03,bank_transfer,same_day,south,42.0,f,tablet,11,no,safari,social,yes,239.57
1041,b,2022-01-28,0,sports,1186,tennis_racket,0,0.08,0.0,no_conversion,no_conversion,central,58.0,f,mobile,29,no_conversion,chrome,email,no,292.3
1042,b,2022-03-18,0,home,1725,table,0,0.2,0.0,no_conversion,no_conversion,north,18.0,m,tablet,10,no_conversion,firefox,email,no,259.88
1043,a,2022-03-20,0,beauty,1014,perfume,0,0.27,0.0,no_conversion,no_conversion,east,22.0,f,tablet,3,no_conversion,other,social,no,52.75
1044,b,2022-03-28,0,electronics,1777,camera,0,0.17,0.0,no_conversion,no_conversion,north,58.0,f,mobile,17,no_conversion,safari,email,no,543.35
1045,b,2022-02-13,0,electronics,1296,headphones,0,0.16,0.0,no_conversion,no_conversion,west,37.0,m,tablet,9,no_conversion,firefox,email,no,443.85
1046,b,2022-03-31,0,home,1410,lamp,0,0.05,0.0,no_conversion,no_conversion,south,42.0,f,tablet,30,no_conversion,chrome,paid,no,165.42
1047,a,2022-01-04,0,home,1955,lamp,0,0.21,0.0,no_conversion,no_conversion,north,53.0,m,tablet,15,no_conversion,edge,paid,no,317.19
1048,a,2022-03-31,0,beauty,1584,mascara,0,0.21,0.0,no_conversion,no_conversion,east,46.0,m,tablet,30,no_conversion,firefox,email,no,12.2
1049,b,2022-01-09,1,toys,1051,puzzle,5,0.29,105.29,paypal,same_day,east,65.0,m,mobile,14,no,edge,social,yes,29.66
1050,a,2022-01-05,0,sports,1639,football,0,0.09,0.0,no_conversion,no_conversion,south,51.0,f,mobile,19,no_conversion,edge,social,no,208.57
1051,b,2022-02-25,0,fashhion,1027,sneakers,0,0.23,0.0,no_conversion,no_conversion,south,65.0,f,desktop,17,no_conversion,safari,email,no,25.77
1052,b,2022-03-25,0,toys,1576,board_game,0,0.13,0.0,no_conversion,no_conversion,north,35.0,m,tablet,22,no_conversion,other,social,no,12.9
1053,b,2022-02-19,0,books,1016,mystery,0,0.17,0.0,no_conversion,no_conversion,west,19.0,m,mobile,20,no_conversion,chrome,social,no,18.2
1054,b,2022-03-16,0,sports,1350,running_shoes,0,0.24,0.0,no_conversion,no_conversion,central,33.0,m,tablet,30,no_conversion,chrome,paid,no,267.01
1055,b,2022-01-15,0,electronics,1427,headphones,0,0.07,0.0,no_conversion,no_conversion,east,46.0,m,mobile,17,no_conversion,firefox,social,no,811.91
1056,a,2022-02-01,0,books,1649,biography,0,0.1,0.0,no_conversion,no_conversion,south,50.0,m,desktop,16,no_conversion,chrome,organic,no,6.0
1057,b,2022-01-28,0,toys,1830,board_game,0,0.23,0.0,no_conversion,no_conversion,central,33.0,m,tablet,20,no_conversion,safari,paid,no,52.66
1058,a,2022-01-22,0,home,1228,sofa,0,0.17,0.0,no_conversion,no_conversion,central,52.0,m,desktop,8,no_conversion,chrome,organic,no,173.61
1059,a,2022-01-17,0,beauty,1765,lotion,0,0.03,0.0,no_conversion,no_conversion,central,64.0,f,desktop,27,no_conversion,firefox,email,no,100.81
1060,b,2022-02-28,0,sports,1988,running_shoes,0,0.13,0.0,no_conversion,no_conversion,west,60.0,f,desktop,7,no_conversion,chrome,social,no,224.82
1061,b,2022-03-31,1,beauty,1209,lotion,5,0.1502244897959184,536.28,credit_card,express,south,59.0,f,mobile,12,yes,other,organic,yes,130.8
1062,b,2022-03-12,0,books,1430,biography,0,0.27,0.0,no_conversion,no_conversion,east,34.0,m,tablet,1,no_conversion,edge,social,no,26.39
1063,b,2022-02-26,0,sports,1293,football,0,0.06,0.0,no_conversion,no_conversion,south,21.0,m,mobile,26,no_conversion,edge,organic,no,298.5
1064,a,2022-01-26,0,toys,1742,puzzle,0,0.24,0.0,no_conversion,no_conversion,north,66.0,m,mobile,12,no_conversion,edge,paid,no,98.1
1065,a,2022-01-25,0,electronics,1752,laptop,0,0.04,0.0,no_conversion,no_conversion,east,21.0,m,tablet,25,no_conversion,other,email,no,905.73
1066,b,2022-01-10,0,fashhion,1581,jeans,0,0.07,0.0,no_conversion,no_conversion,south,68.0,m,tablet,6,no_conversion,safari,organic,no,123.48
1067,a,2022-02-14,0,beauty,1103,mascara,0,0.07,0.0,no_conversion,no_conversion,east,42.0,f,tablet,16,no_conversion,firefox,paid,no,65.72
1068,a,2022-03-24,0,beauty,1203,lotion,0,0.26,0.0,no_conversion,no_conversion,north,50.0,f,tablet,18,no_conversion,other,email,no,61.01
1069,a,2022-01-11,0,fashhion,1052,dress,0,0.06,0.0,no_conversion,no_conversion,east,31.0,m,mobile,19,no_conversion,firefox,organic,no,22.18
1070,a,2022-03-18,0,beauty,1973,lotion,0,0.24,0.0,no_conversion,no_conversion,central,41.0,m,tablet,23,no_conversion,safari,organic,no,44.88
1071,a,2022-02-22,0,beauty,1939,perfume,0,0.14,0.0,no_conversion,no_conversion,west,28.0,f,tablet,3,no_conversion,other,paid,no,110.63
1072,a,2022-03-13,0,sports,1374,tennis_racket,0,0.3,0.0,no_conversion,no_conversion,north,42.0,m,tablet,29,no_conversion,chrome,email,no,192.98
1073,a,2022-03-09,0,sports,1841,tennis_racket,0,0.25,0.0,no_conversion,no_conversion,east,45.0,f,desktop,3,no_conversion,safari,email,no,277.43
1074,a,2022-01-28,0,fashhion,1053,sneakers,0,0.22,0.0,no_conversion,no_conversion,north,24.0,other,tablet,5,no_conversion,edge,paid,no,29.0
1075,b,2022-03-16,0,books,1275,science_fiction,0,0.26,0.0,no_conversion,no_conversion,central,66.0,other,tablet,3,no_conversion,other,social,no,11.99
1076,a,2022-03-06,0,electronics,1334,laptop,0,0.19,0.0,no_conversion,no_conversion,west,53.0,m,mobile,19,no_conversion,safari,paid,no,831.4
1077,a,2022-02-18,0,toys,1030,board_game,0,0.25,0.0,no_conversion,no_conversion,north,27.0,m,desktop,27,no_conversion,safari,email,no,39.06
1078,b,2022-02-16,0,toys,1134,action_figure,0,0.08,0.0,no_conversion,no_conversion,central,66.0,m,mobile,5,no_conversion,other,paid,no,16.24
1079,a,2022-02-21,0,books,1057,mystery,0,0.03,0.0,no_conversion,no_conversion,central,53.0,f,desktop,14,no_conversion,edge,social,no,49.84
1080,b,2022-03-29,0,beauty,1104,lipstick,0,0.18,0.0,no_conversion,no_conversion,central,48.0,f,mobile,21,no_conversion,edge,paid,no,120.22
1081,b,2022-02-23,0,electronics,1265,camera,0,0.13,0.0,no_conversion,no_conversion,east,36.0,f,mobile,16,no_conversion,safari,paid,no,526.99
1082,a,2022-03-01,1,fashhion,1521,jeans,3,0.13,439.0,bank_transfer,same_day,south,35.0,f,tablet,28,yes,firefox,organic,yes,168.2
1083,a,2022-02-26,0,books,1495,novel,0,0.16,0.0,no_conversion,no_conversion,north,66.0,f,tablet,25,no_conversion,safari,social,no,35.63
1084,b,2022-02-16,0,fashhion,1252,sneakers,0,0.11,0.0,no_conversion,no_conversion,south,23.0,f,desktop,1,no_conversion,other,email,no,162.2
1085,b,2022-01-31,0,sports,1294,tennis_racket,0,0.19,0.0,no_conversion,no_conversion,central,45.0,f,desktop,30,no_conversion,other,social,no,250.11
1086,a,2022-02-15,0,beauty,1667,lipstick,0,0.01,0.0,no_conversion,no_conversion,south,24.0,f,desktop,17,no_conversion,other,email,no,21.86
1087,b,2022-01-26,0,home,1157,sofa,0,0.29,0.0,no_conversion,no_conversion,central,55.0,f,tablet,11,no_conversion,edge,email,no,330.34
1088,a,2022-01-05,1,fashhion,1548,t-shirt,3,0.28,45.84,cash_on_delivery,express,central,29.0,m,mobile,30,no,chrome,organic,yes,21.22
1089,b,2022-03-25,0,books,1630,science_fiction,0,0.28,0.0,no_conversion,no_conversion,west,58.0,f,desktop,9,no_conversion,other,social,no,6.96
1090,a,2022-02-21,0,beauty,1066,lipstick,0,0.11,0.0,no_conversion,no_conversion,west,67.0,m,tablet,21,no_conversion,other,organic,no,136.56
1091,b,2022-03-16,0,electronics,1753,smartphone,0,0.16,0.0,no_conversion,no_conversion,south,51.0,m,tablet,4,no_conversion,firefox,paid,no,622.05
1092,b,2022-02-23,0,books,1298,mystery,0,0.29,0.0,no_conversion,no_conversion,north,42.0,f,mobile,2,no_conversion,firefox,social,no,38.12
1093,b,2022-02-02,0,sports,1462,football,0,0.27,0.0,no_conversion,no_conversion,south,34.0,f,mobile,28,no_conversion,safari,paid,no,256.4
1094,b,2022-02-19,0,toys,1724,board_game,0,0.24,0.0,no_conversion,no_conversion,north,70.0,f,tablet,9,no_conversion,safari,social,no,95.21
1095,a,2022-02-07,0,electronics,1819,camera,0,0.12,0.0,no_conversion,no_conversion,south,50.0,m,mobile,22,no_conversion,safari,email,no,895.48
1096,a,2022-01-27,0,fashhion,1100,jeans,0,0.17,0.0,no_conversion,no_conversion,east,40.0,f,mobile,25,no_conversion,other,paid,no,107.0
1097,a,2022-01-15,0,fashhion,1055,t-shirt,0,0.24,0.0,no_conversion,no_conversion,east,26.0,m,tablet,5,no_conversion,firefox,social,no,80.47
1098,a,2022-03-02,0,electronics,1331,headphones,0,0.08,0.0,no_conversion,no_conversion,north,42.0,f,desktop,4,no_conversion,safari,social,no,323.59
1099,b,2022-01-21,0,fashhion,1835,jeans,0,0.19,0.0,no_conversion,no_conversion,west,19.0,m,desktop,23,no_conversion,firefox,paid,no,92.06
1100,a,2022-02-15,0,books,1750,novel,0,0.25,0.0,no_conversion,no_conversion,north,55.0,f,tablet,5,no_conversion,other,organic,no,21.49
1101,a,2022-03-10,0,beauty,1392,perfume,0,0.21,0.0,no_conversion,no_conversion,south,26.0,f,desktop,24,no_conversion,other,social,no,88.34
1102,b,2022-01-06,0,fashhion,1742,sneakers,0,0.14,0.0,no_conversion,no_conversion,central,20.0,m,tablet,24,no_conversion,safari,organic,no,184.57213775510203
1103,b,2022-02-07,0,sports,1873,gym_bag,0,0.18,0.0,no_conversion,no_conversion,east,33.0,f,tablet,29,no_conversion,other,organic,no,294.15
1104,b,2022-03-03,0,beauty,1380,lotion,0,0.3,0.0,no_conversion,no_conversion,central,42.0,f,mobile,18,no_conversion,other,organic,no,111.97
1105,b,2022-03-27,0,books,1091,novel,0,0.18,0.0,no_conversion,no_conversion,east,41.0,m,desktop,13,no_conversion,firefox,organic,no,33.97
1106,a,2022-03-03,0,home,1790,chair,0,0.1502244897959184,0.0,no_conversion,no_conversion,south,64.0,m,tablet,5,no_conversion,chrome,organic,no,200.79
1107,a,2022-03-23,0,fashhion,1446,jeans,0,0.22,0.0,no_conversion,no_conversion,east,46.0,m,desktop,26,no_conversion,edge,email,no,26.21
1108,b,2022-03-19,0,fashhion,1108,jeans,0,0.21,0.0,no_conversion,no_conversion,north,61.0,m,desktop,24,no_conversion,safari,organic,no,71.86
1109,b,2022-03-15,0,sports,1316,football,0,0.21,0.0,no_conversion,no_conversion,central,57.0,f,desktop,19,no_conversion,chrome,email,no,237.48
1110,a,2022-02-15,0,books,1167,biography,0,0.14,0.0,no_conversion,no_conversion,central,43.0,other,tablet,23,no_conversion,safari,social,no,14.24
1111,b,2022-01-13,0,sports,1811,football,0,0.14,0.0,no_conversion,no_conversion,south,55.0,m,mobile,3,no_conversion,chrome,email,no,222.29
1112,a,2022-01-03,0,toys,1981,doll,0,0.14,0.0,no_conversion,no_conversion,central,52.0,m,desktop,22,no_conversion,other,email,no,60.08
1113,a,2022-01-06,0,books,1919,mystery,0,0.01,0.0,no_conversion,no_conversion,south,40.0,f,tablet,18,no_conversion,safari,organic,no,12.73
1114,b,2022-01-08,0,electronics,1434,laptop,0,0.07,0.0,no_conversion,no_conversion,west,21.0,m,desktop,6,no_conversion,chrome,social,no,409.3
1115,b,2022-02-13,0,electronics,1441,smartphone,0,0.05,0.0,no_conversion,no_conversion,north,59.0,m,mobile,6,no_conversion,edge,social,no,597.04
1116,b,2022-02-02,0,electronics,1217,headphones,0,0.27,0.0,no_conversion,no_conversion,east,31.0,m,desktop,24,no_conversion,other,social,no,534.7
1117,a,2022-03-22,0,sports,1221,running_shoes,0,0.08,0.0,no_conversion,no_conversion,east,70.0,f,tablet,5,no_conversion,safari,paid,no,240.21
1118,b,2022-03-16,0,electronics,1672,smartphone,0,0.04,0.0,no_conversion,no_conversion,east,64.0,f,desktop,30,no_conversion,safari,email,no,787.52
1119,a,2022-03-18,0,books,1527,novel,0,0.04,0.0,no_conversion,no_conversion,west,56.0,f,desktop,1,no_conversion,chrome,organic,no,30.86
1120,a,2022-02-19,0,electronics,1277,smartphone,0,0.21,0.0,no_conversion,no_conversion,north,24.0,m,desktop,8,no_conversion,safari,paid,no,857.82
1121,b,2022-01-11,0,home,1568,lamp,0,0.0,0.0,no_conversion,no_conversion,central,25.0,f,mobile,28,no_conversion,other,organic,no,303.2
1122,b,2022-01-28,0,electronics,1573,headphones,0,0.14,0.0,no_conversion,no_conversion,central,59.0,f,desktop,25,no_conversion,firefox,paid,no,971.51
1123,b,2022-03-11,0,fashhion,1874,jeans,0,0.04,0.0,no_conversion,no_conversion,north,68.0,f,tablet,1,no_conversion,chrome,social,no,59.1
1124,b,2022-02-10,0,toys,1465,doll,0,0.25,0.0,no_conversion,no_conversion,north,36.0,m,desktop,21,no_conversion,edge,paid,no,184.57213775510203
1125,b,2022-01-16,0,sports,1838,tennis_racket,0,0.29,0.0,no_conversion,no_conversion,east,19.0,f,desktop,28,no_conversion,safari,social,no,129.88
1126,b,2022-03-09,0,beauty,1753,perfume,0,0.29,0.0,no_conversion,no_conversion,central,64.0,f,desktop,6,no_conversion,other,paid,no,49.06
1127,a,2022-02-17,0,toys,1601,puzzle,0,0.13,0.0,no_conversion,no_conversion,north,18.0,m,mobile,20,no_conversion,safari,organic,no,22.14
1128,a,2022-02-25,0,home,1583,sofa,0,0.19,0.0,no_conversion,no_conversion,central,59.0,m,tablet,14,no_conversion,edge,organic,no,298.63
1129,a,2022-03-05,0,sports,1837,gym_bag,0,0.18,0.0,no_conversion,no_conversion,north,55.0,f,desktop,11,no_conversion,other,paid,no,88.18
1130,a,2022-02-28,0,books,1029,biography,0,0.1502244897959184,0.0,no_conversion,no_conversion,south,30.0,f,tablet,2,no_conversion,edge,email,no,14.02
1131,b,2022-03-31,1,sports,1358,tennis_racket,1,0.13,258.77,cash_on_delivery,standard,east,59.0,f,tablet,21,yes,other,email,yes,297.44
1132,a,2022-03-03,0,fashhion,1918,jeans,0,0.02,0.0,no_conversion,no_conversion,north,61.0,f,mobile,30,no_conversion,firefox,paid,no,164.31
1133,a,2022-03-17,0,books,1287,novel,0,0.24,0.0,no_conversion,no_conversion,west,42.0,f,tablet,30,no_conversion,other,email,no,38.67
1134,a,2022-01-11,0,toys,1085,action_figure,0,0.07,0.0,no_conversion,no_conversion,north,49.0,m,desktop,4,no_conversion,edge,organic,no,80.44
1135,b,2022-03-30,0,toys,1233,puzzle,0,0.14,0.0,no_conversion,no_conversion,south,47.0,m,mobile,13,no_conversion,chrome,email,no,97.05
1136,a,2022-01-18,0,electronics,1746,laptop,0,0.14,0.0,no_conversion,no_conversion,west,23.0,other,mobile,7,no_conversion,firefox,paid,no,658.62
1137,b,2022-01-19,0,books,1312,science_fiction,0,0.17,0.0,no_conversion,no_conversion,west,55.0,m,tablet,6,no_conversion,safari,email,no,14.91
1138,a,2022-03-28,0,fashhion,1364,dress,0,0.25,0.0,no_conversion,no_conversion,north,50.0,m,mobile,3,no_conversion,firefox,paid,no,175.2
1139,a,2022-02-24,0,electronics,1776,camera,0,0.21,0.0,no_conversion,no_conversion,south,61.0,f,tablet,9,no_conversion,firefox,organic,no,794.18
1140,b,2022-03-23,1,electronics,1798,headphones,2,0.2,850.32,cash_on_delivery,same_day,west,40.0,f,tablet,14,yes,safari,social,yes,531.45
1141,b,2022-01-26,0,sports,1838,gym_bag,0,0.16,0.0,no_conversion,no_conversion,east,27.0,m,mobile,20,no_conversion,other,organic,no,184.57213775510203
1142,a,2022-01-06,0,toys,1904,board_game,0,0.03,0.0,no_conversion,no_conversion,east,63.0,m,desktop,11,no_conversion,firefox,organic,no,44.07
1143,b,2022-01-04,0,electronics,1268,smartphone,0,0.12,0.0,no_conversion,no_conversion,central,32.0,m,tablet,5,no_conversion,firefox,paid,no,943.95
1144,b,2022-01-29,0,home,1697,table,0,0.29,0.0,no_conversion,no_conversion,central,40.0,m,mobile,14,no_conversion,chrome,organic,no,204.59
1145,a,2022-02-28,0,home,1130,table,0,0.3,0.0,no_conversion,no_conversion,south,53.0,f,mobile,19,no_conversion,chrome,organic,no,483.57
1146,b,2022-01-17,0,toys,1802,puzzle,0,0.22,0.0,no_conversion,no_conversion,west,18.0,m,tablet,8,no_conversion,edge,email,no,184.57213775510203
1147,b,2022-02-12,0,home,1992,sofa,0,0.07,0.0,no_conversion,no_conversion,east,25.0,f,tablet,27,no_conversion,safari,paid,no,333.73
1148,b,2022-03-21,0,sports,1788,running_shoes,0,0.03,0.0,no_conversion,no_conversion,east,20.0,f,tablet,7,no_conversion,other,email,no,186.55
1149,b,2022-03-07,0,fashhion,1831,sneakers,0,0.12,0.0,no_conversion,no_conversion,south,31.0,f,tablet,27,no_conversion,other,paid,no,86.62
1150,b,2022-02-03,0,beauty,1350,lipstick,0,0.26,0.0,no_conversion,no_conversion,west,34.0,m,desktop,27,no_conversion,edge,email,no,12.57
1151,b,2022-01-08,1,electronics,1179,camera,4,0.22,942.55,bank_transfer,express,south,51.0,f,desktop,7,no,other,email,yes,302.1
1152,b,2022-01-13,0,beauty,1801,mascara,0,0.27,0.0,no_conversion,no_conversion,north,64.0,m,desktop,24,no_conversion,other,social,no,115.59
1153,b,2022-01-08,0,fashhion,1479,sneakers,0,0.18,0.0,no_conversion,no_conversion,east,23.0,m,desktop,23,no_conversion,chrome,organic,no,104.88
1154,b,2022-03-06,0,fashhion,1888,dress,0,0.04,0.0,no_conversion,no_conversion,south,22.0,f,mobile,3,no_conversion,other,email,no,46.97
1155,b,2022-02-12,0,sports,1162,running_shoes,0,0.03,0.0,no_conversion,no_conversion,south,63.0,f,tablet,3,no_conversion,other,social,no,101.27
1156,b,2022-02-08,1,home,1782,table,3,0.01,1415.29,cash_on_delivery,same_day,north,68.0,f,mobile,18,no,edge,email,yes,476.53
1157,a,2022-03-22,0,home,1887,lamp,0,0.17,0.0,no_conversion,no_conversion,central,58.0,m,mobile,13,no_conversion,edge,email,no,215.21
1158,b,2022-02-28,0,fashhion,1095,jeans,0,0.07,0.0,no_conversion,no_conversion,east,57.0,m,desktop,1,no_conversion,firefox,social,no,183.38
1159,b,2022-03-25,0,sports,1773,running_shoes,0,0.22,0.0,no_conversion,no_conversion,south,46.0,other,mobile,5,no_conversion,other,social,no,112.25
1160,a,2022-03-29,1,sports,1509,tennis_racket,4,0.21,558.28,bank_transfer,express,east,52.0,f,desktop,28,yes,other,social,yes,176.67
1161,b,2022-03-27,0,toys,1364,board_game,0,0.1,0.0,no_conversion,no_conversion,central,42.0,f,tablet,4,no_conversion,other,organic,no,6.95
1162,a,2022-03-27,0,books,1980,biography,0,0.05,0.0,no_conversion,no_conversion,south,57.0,f,desktop,16,no_conversion,chrome,organic,no,28.48
1163,a,2022-02-13,0,electronics,1352,camera,0,0.03,0.0,no_conversion,no_conversion,north,65.0,m,tablet,15,no_conversion,other,email,no,709.55
1164,b,2022-01-09,0,books,1799,science_fiction,0,0.22,0.0,no_conversion,no_conversion,east,47.0,f,desktop,29,no_conversion,chrome,organic,no,15.54
1165,a,2022-02-06,0,home,1435,sofa,0,0.14,0.0,no_conversion,no_conversion,north,32.0,m,mobile,27,no_conversion,firefox,social,no,310.52
1166,b,2022-03-15,1,fashhion,1082,dress,5,0.1,614.21,paypal,standard,central,70.0,f,mobile,18,yes,safari,paid,yes,136.49
1167,b,2022-02-05,0,toys,1224,puzzle,0,0.26,0.0,no_conversion,no_conversion,central,32.0,f,desktop,17,no_conversion,other,organic,no,70.25
1168,b,2022-01-28,0,beauty,1411,perfume,0,0.18,0.0,no_conversion,no_conversion,east,33.0,f,tablet,14,no_conversion,edge,social,no,118.7
1169,a,2022-02-11,0,home,1734,table,0,0.16,0.0,no_conversion,no_conversion,central,50.0,f,tablet,14,no_conversion,edge,social,no,190.1
1170,a,2022-02-12,0,electronics,1980,smartphone,0,0.22,0.0,no_conversion,no_conversion,west,27.0,m,desktop,19,no_conversion,other,social,no,654.22
1171,b,2022-03-26,0,sports,1117,football,0,0.24,0.0,no_conversion,no_conversion,east,36.0,f,mobile,29,no_conversion,chrome,social,no,295.03
1172,b,2022-03-29,1,fashhion,1481,t-shirt,2,0.21,287.04,paypal,standard,west,54.0,m,tablet,6,no,edge,email,yes,181.67
1173,b,2022-02-11,0,home,1191,table,0,0.13,0.0,no_conversion,no_conversion,central,67.0,m,desktop,13,no_conversion,edge,social,no,184.57213775510203
1174,a,2022-03-07,0,beauty,1590,lotion,0,0.11,0.0,no_conversion,no_conversion,east,20.0,m,tablet,18,no_conversion,firefox,social,no,64.06
1175,b,2022-02-24,0,electronics,1589,headphones,0,0.23,0.0,no_conversion,no_conversion,west,53.0,f,mobile,26,no_conversion,firefox,email,no,829.54
1176,b,2022-03-13,0,electronics,1658,laptop,0,0.16,0.0,no_conversion,no_conversion,central,21.0,m,tablet,15,no_conversion,firefox,organic,no,695.92
1177,b,2022-02-17,0,toys,1106,board_game,0,0.21,0.0,no_conversion,no_conversion,south,28.0,m,desktop,29,no_conversion,edge,paid,no,12.86
1178,a,2022-01-22,0,home,1381,table,0,0.27,0.0,no_conversion,no_conversion,south,58.0,f,tablet,23,no_conversion,edge,email,no,420.79
1179,b,2022-01-27,0,beauty,1782,lipstick,0,0.1502244897959184,0.0,no_conversion,no_conversion,north,50.0,f,tablet,27,no_conversion,other,email,no,104.79
1180,b,2022-03-08,0,electronics,1389,laptop,0,0.08,0.0,no_conversion,no_conversion,south,45.0,m,mobile,7,no_conversion,other,organic,no,359.13
1181,b,2022-01-13,0,fashhion,1243,dress,0,0.06,0.0,no_conversion,no_conversion,west,49.0,m,mobile,27,no_conversion,chrome,organic,no,34.35
1182,a,2022-02-14,0,electronics,1584,smartphone,0,0.08,0.0,no_conversion,no_conversion,south,33.0,f,mobile,19,no_conversion,edge,social,no,869.62
1183,b,2022-01-10,0,beauty,1868,lipstick,0,0.23,0.0,no_conversion,no_conversion,east,26.0,f,mobile,30,no_conversion,other,organic,no,21.05
1184,b,2022-01-09,1,sports,1467,football,1,0.11,48.66,bank_transfer,same_day,east,28.0,m,desktop,17,no,other,paid,yes,54.67
