User Id,Group,Visit Date,Conversion,Product Category,Product Id,Product Name,Quantity,Price,Discount,Total Value,Payment Method,Shipping Method,Region,Customer Age,Customer Gender,Device,Session Duration,Coupon Used,Browser,Referral Source
1004,B,2022-03-17,0,BEAUTY,P1282,Perfume,0,"59,76","0,13","0,0",,,East,27.0,F,Mobile,30,,Ottttther,Social
1005,B,2022-01-27,1,BOOKS,P1073,Science Fiction,1,"41,92","0,2","33,54",PayPal,Standard,Central,38.0,F,Mobile,3,No,Eddddge,Organic
1006,B,2022-02-22,0,HOME,P1354,Table,0,"70,12","0,21","0,0",,,Central,51.0,M,TABLET,30,,Firefoxxxxxx,Email
1007,B,2022-02-11,1,BOOKS,P1726,Novel,4,"38,99","0,27","113,85",Bank Transfer,Express,South,48.0,Other,TABLET,21,No,Safaaaaari,Organic
1008,B,2022-02-28,0,ELECTRONICS,P1496,Camera,0,"413,66","0,29","0,0",,,East,46.0,F,Mobile,21,,Chrooome,Organic
1009,A,2022-02-16,0,FASHHION,P1327,T-shirt,0,"105,83","0,15","0,0",,,Central,60.0,M,Mobile,26,,Safaaaaari,Social
1010,A,2022-02-03,0,ELECTRONICS,P1987,Laptop,0,"858,11","0,24","0,0",,,Central,60.0,M,Desktop,2,,Safaaaaari,Email
1011,A,2022-02-06,0,HOME,P1534,Chair,0,"172,11","0,29","0,0",,,Central,28.0,F,TABLET,21,,Eddddge,PAID
1012,B,2022-01-06,0,HOME,P1579,Sofa,0,"133,34","0,05","0,0",,,South,50.0,F,TABLET,25,,Firefoxxxxxx,PAID
1013,B,2022-01-07,0,FASHHION,P1909,Sneakers,0,"142,64","0,01","0,0",,,South,63.0,M,Mobile,21,,Eddddge,Email
1014,A,2022-01-25,0,BOOKS,P1446,Mystery,0,"29,0","0,26","0,0",,,East,18.0,F,Mobile,15,,Firefoxxxxxx,PAID
1015,B,2022-02-02,0,SPORTS,P1372,Running Shoes,0,"168,89","0,06","0,0",,,West,38.0,F,Desktop,11,,Eddddge,Social
1016,B,2022-02-24,0,SPORTS,P1361,Gym Bag,0,"99,33","0,01","0,0",,,East,40.0,F,Desktop,10,,Ottttther,Social
1017,A,2022-02-27,0,FASHHION,P1092,T-shirt,0,"26,28","0,05","0,0",,,Central,26.0,M,Mobile,18,,Chrooome,Organic
1018,B,2022-01-07,0,SPORTS,P1320,Gym Bag,0,"140,77","0,12","0,0",,,Central,18.0,M,TABLET,23,,Chrooome,Social
1019,B,2022-02-26,0,BEAUTY,P1323,Lipstick,0,"24,92","0,07","0,0",,,North,38.0,F,Desktop,22,,Chrooome,PAID
1020,A,2022-01-12,0,SPORTS,P1383,Tennis Racket,0,"274,62","0,09","0,0",,,East,39.0,F,Mobile,23,,Ottttther,Organic
1021,B,2022-01-16,0,SPORTS,P1574,Tennis Racket,0,"41,14","0,29","0,0",,,Central,21.0,M,Mobile,24,,Ottttther,Email
1022,A,2022-03-21,0,SPORTS,P1735,Running Shoes,0,"146,55","0,21","0,0",,,Central,18.0,M,Mobile,26,,Chrooome,Email
1023,B,2022-02-12,0,BEAUTY,P1736,Mascara,0,"17,31","0,21","0,0",,,West,68.0,M,TABLET,21,,Chrooome,Organic
1024,B,2022-03-18,1,BOOKS,P1880,Biography,3,,"0,03","27,06",Cash on Delivery,Same day,North,27.0,M,Mobile,2,Yes,Firefoxxxxxx,Social
1025,B,2022-01-07,0,SPORTS,P1345,Tennis Racket,0,"207,89","0,22","0,0",,,East,32.0,F,Mobile,7,,Firefoxxxxxx,Organic
1026,A,2022-02-20,0,TOYS,P1848,Action Figure,0,"66,48","0,22","0,0",,,South,69.0,Other,TABLET,7,,Safaaaaari,Organic
1027,B,2022-03-14,0,BEAUTY,P1102,Mascara,0,"14,63","0,2","0,0",,,East,53.0,M,Mobile,24,,Eddddge,Social
1028,B,2022-02-01,0,FASHHION,P1214,Sneakers,0,"20,2","0,07","0,0",,,East,46.0,M,Mobile,7,,Firefoxxxxxx,Email
1029,A,2022-03-16,0,ELECTRONICS,P1191,Laptop,0,"263,05","0,13","0,0",,,West,69.0,F,Desktop,26,,Firefoxxxxxx,Organic
1030,B,2022-01-08,0,FASHHION,P1671,T-shirt,0,"157,34","0,25","0,0",,,East,63.0,M,Mobile,23,,Firefoxxxxxx,Email
1031,A,2022-03-28,0,ELECTRONICS,P1883,Laptop,0,"667,66","0,2","0,0",,,West,22.0,F,TABLET,14,,Firefoxxxxxx,PAID
1032,B,2022-03-30,0,FASHHION,P1718,Jeans,0,"26,86","0,22","0,0",,,West,46.0,F,Desktop,29,,Ottttther,Social
1033,A,2022-03-13,0,TOYS,P1780,Board Game,0,"51,37","0,18","0,0",,,Central,64.0,F,Mobile,25,,Safaaaaari,PAID
1034,A,2022-02-14,0,ELECTRONICS,P1193,Camera,0,"769,62","0,13","0,0",,,South,64.0,M,TABLET,24,,Firefoxxxxxx,Email
1035,A,2022-03-27,0,ELECTRONICS,P1379,Smartphone,0,"895,16","0,23","0,0",,,West,44.0,M,Mobile,2,,Eddddge,PAID
1036,B,2022-02-28,0,HOME,P1402,Table,0,"470,32","0,02","0,0",,,North,42.0,F,Desktop,2,,Firefoxxxxxx,PAID
1037,A,2022-01-04,0,ELECTRONICS,P1663,Camera,0,"461,95","0,2","0,0",,,North,33.0,M,TABLET,23,,Ottttther,PAID
1038,B,2022-03-08,0,ELECTRONICS,P1748,Laptop,0,"308,67","0,3","0,0",,,South,33.0,M,Desktop,26,,Chrooome,Organic
1039,A,2022-01-29,1,HOME,P1599,Sofa,5,"156,62","0,23","602,99",Credit Card,Express,West,53.0,F,TABLET,15,No,Chrooome,Organic
1040,A,2022-01-29,1,SPORTS,P1010,Running Shoes,4,"239,57","0,09","872,03",Bank Transfer,Same day,South,42.0,F,TABLET,11,No,Safaaaaari,Social
1041,B,2022-01-28,0,SPORTS,P1186,Tennis Racket,0,"292,3","0,08","0,0",,,Central,58.0,F,Mobile,29,,Chrooome,Email
1042,B,2022-03-18,0,HOME,P1725,Table,0,"259,88","0,2","0,0",,,North,18.0,M,TABLET,10,,Firefoxxxxxx,Email
1043,A,2022-03-20,0,BEAUTY,P1014,Perfume,0,"52,75","0,27","0,0",,,East,22.0,F,TABLET,3,,Ottttther,Social
1044,B,2022-03-28,0,ELECTRONICS,P1777,Camera,0,"543,35","0,17","0,0",,,North,58.0,F,Mobile,17,,Safaaaaari,Email
1045,B,2022-02-13,0,ELECTRONICS,P1296,Headphones,0,"443,85","0,16","0,0",,,West,37.0,M,TABLET,9,,Firefoxxxxxx,Email
1046,B,2022-03-31,0,HOME,P1410,Lamp,0,"165,42","0,05","0,0",,,South,,F,TABLET,30,,Chrooome,PAID
1047,A,2022-01-04,0,HOME,P1955,Lamp,0,"317,19","0,21","0,0",,,North,53.0,M,TABLET,15,,Eddddge,PAID
1048,A,2022-03-31,0,BEAUTY,P1584,Mascara,0,"12,2","0,21","0,0",,,East,46.0,M,TABLET,30,,Firefoxxxxxx,Email
1049,B,2022-01-09,1,TOYS,P1051,Puzzle,5,"29,66","0,29","105,29",PayPal,Same day,East,65.0,M,Mobile,14,No,Eddddge,Social
1050,A,2022-01-05,0,SPORTS,P1639,Football,0,"208,57","0,09","0,0",,,South,51.0,F,Mobile,19,,Eddddge,Social
1051,B,2022-02-25,0,FASHHION,P1027,Sneakers,0,"25,77","0,23","0,0",,,South,65.0,F,Desktop,17,,Safaaaaari,Email
1052,B,2022-03-25,0,TOYS,P1576,Board Game,0,"12,9","0,13","0,0",,,North,35.0,M,TABLET,22,,Ottttther,Social
1053,B,2022-02-19,0,BOOKS,P1016,Mystery,0,"18,2","0,17","0,0",,,West,19.0,M,Mobile,20,,Chrooome,Social
1054,B,2022-03-16,0,SPORTS,P1350,Running Shoes,0,"267,01","0,24","0,0",,,Central,33.0,M,TABLET,30,,Chrooome,PAID
1055,B,2022-01-15,0,ELECTRONICS,P1427,Headphones,0,"811,91","0,07","0,0",,,East,46.0,M,Mobile,17,,Firefoxxxxxx,Social
1056,A,2022-02-01,0,BOOKS,P1649,Biography,0,"6,0","0,1","0,0",,,South,50.0,M,Desktop,16,,Chrooome,Organic
1057,B,2022-01-28,0,TOYS,P1830,Board Game,0,"52,66","0,23","0,0",,,Central,33.0,M,TABLET,20,,Safaaaaari,PAID
1058,A,2022-01-22,0,HOME,P1228,Sofa,0,"173,61","0,17","0,0",,,Central,52.0,M,Desktop,8,,Chrooome,Organic
1059,A,2022-01-17,0,BEAUTY,P1765,Lotion,0,"100,81","0,03","0,0",,,Central,64.0,F,Desktop,27,,Firefoxxxxxx,Email
1060,B,2022-02-28,0,SPORTS,P1988,Running Shoes,0,"224,82","0,13","0,0",,,West,60.0,F,Desktop,7,,Chrooome,Social
1061,B,2022-03-31,1,BEAUTY,P1209,Lotion,5,"130,8",,"536,28",Credit Card,Express,South,59.0,F,Mobile,12,Yes,Ottttther,Organic
1062,B,2022-03-12,0,BOOKS,P1430,Biography,0,"26,39","0,27","0,0",,,East,34.0,M,TABLET,1,,Eddddge,Social
1063,B,2022-02-26,0,SPORTS,P1293,Football,0,"298,5","0,06","0,0",,,South,21.0,M,Mobile,26,,Eddddge,Organic
1064,A,2022-01-26,0,TOYS,P1742,Puzzle,0,"98,1","0,24","0,0",,,North,66.0,M,Mobile,12,,Eddddge,PAID
1065,A,2022-01-25,0,ELECTRONICS,P1752,Laptop,0,"905,73","0,04","0,0",,,East,21.0,M,TABLET,25,,Ottttther,Email
1066,B,2022-01-10,0,FASHHION,P1581,Jeans,0,"123,48","0,07","0,0",,,South,68.0,M,TABLET,6,,Safaaaaari,Organic
1067,A,2022-02-14,0,BEAUTY,P1103,Mascara,0,"65,72","0,07","0,0",,,East,42.0,F,TABLET,16,,Firefoxxxxxx,PAID
1068,A,2022-03-24,0,BEAUTY,P1203,Lotion,0,"61,01","0,26","0,0",,,North,50.0,F,TABLET,18,,Ottttther,Email
1069,A,2022-01-11,0,FASHHION,P1052,Dress,0,"22,18","0,06","0,0",,,East,31.0,M,Mobile,19,,Firefoxxxxxx,Organic
1070,A,2022-03-18,0,BEAUTY,P1973,Lotion,0,"44,88","0,24","0,0",,,Central,41.0,M,TABLET,23,,Safaaaaari,Organic
1071,A,2022-02-22,0,BEAUTY,P1939,Perfume,0,"110,63","0,14","0,0",,,West,28.0,F,TABLET,3,,Ottttther,PAID
1072,A,2022-03-13,0,SPORTS,P1374,Tennis Racket,0,"192,98","0,3","0,0",,,North,42.0,M,TABLET,29,,Chrooome,Email
1073,A,2022-03-09,0,SPORTS,P1841,Tennis Racket,0,"277,43","0,25","0,0",,,East,45.0,F,Desktop,3,,Safaaaaari,Email
1074,A,2022-01-28,0,FASHHION,P1053,Sneakers,0,"29,0","0,22","0,0",,,North,24.0,Other,TABLET,5,,Eddddge,PAID
1075,B,2022-03-16,0,BOOKS,P1275,Science Fiction,0,"11,99","0,26","0,0",,,Central,66.0,Other,TABLET,3,,Ottttther,Social
1076,A,2022-03-06,0,ELECTRONICS,P1334,Laptop,0,"831,4","0,19","0,0",,,West,53.0,M,Mobile,19,,Safaaaaari,PAID
1077,A,2022-02-18,0,TOYS,P1030,Board Game,0,"39,06","0,25","0,0",,,North,27.0,M,Desktop,27,,Safaaaaari,Email
1078,B,2022-02-16,0,TOYS,P1134,Action Figure,0,"16,24","0,08","0,0",,,Central,66.0,M,Mobile,5,,Ottttther,PAID
1079,A,2022-02-21,0,BOOKS,P1057,Mystery,0,"49,84","0,03","0,0",,,Central,53.0,F,Desktop,14,,Eddddge,Social
1080,B,2022-03-29,0,BEAUTY,P1104,Lipstick,0,"120,22","0,18","0,0",,,Central,48.0,F,Mobile,21,,Eddddge,PAID
1081,B,2022-02-23,0,ELECTRONICS,P1265,Camera,0,"526,99","0,13","0,0",,,East,36.0,F,Mobile,16,,Safaaaaari,PAID
1082,A,2022-03-01,1,FASHHION,P1521,Jeans,3,"168,2","0,13","439,0",Bank Transfer,Same day,South,35.0,F,TABLET,28,Yes,Firefoxxxxxx,Organic
1083,A,2022-02-26,0,BOOKS,P1495,Novel,0,"35,63","0,16","0,0",,,North,66.0,F,TABLET,25,,Safaaaaari,Social
1084,B,2022-02-16,0,FASHHION,P1252,Sneakers,0,"162,2","0,11","0,0",,,South,23.0,F,Desktop,1,,Ottttther,Email
1085,B,2022-01-31,0,SPORTS,P1294,Tennis Racket,0,"250,11","0,19","0,0",,,Central,45.0,F,Desktop,30,,Ottttther,Social
1086,A,2022-02-15,0,BEAUTY,P1667,Lipstick,0,"21,86","0,01","0,0",,,South,24.0,F,Desktop,17,,Ottttther,Email
1087,B,2022-01-26,0,HOME,P1157,Sofa,0,"330,34","0,29","0,0",,,Central,55.0,F,TABLET,11,,Eddddge,Email
1088,A,2022-01-05,1,FASHHION,P1548,T-shirt,3,"21,22","0,28","45,84",Cash on Delivery,Express,Central,29.0,M,Mobile,30,No,Chrooome,Organic
1089,B,2022-03-25,0,BOOKS,P1630,Science Fiction,0,"6,96","0,28","0,0",,,West,58.0,F,Desktop,9,,Ottttther,Social
1090,A,2022-02-21,0,BEAUTY,P1066,Lipstick,0,"136,56","0,11","0,0",,,West,67.0,M,TABLET,21,,Ottttther,Organic
1091,B,2022-03-16,0,ELECTRONICS,P1753,Smartphone,0,"622,05","0,16","0,0",,,South,51.0,M,TABLET,4,,Firefoxxxxxx,PAID
1092,B,2022-02-23,0,BOOKS,P1298,Mystery,0,"38,12","0,29","0,0",,,North,42.0,F,Mobile,2,,Firefoxxxxxx,Social
1093,B,2022-02-02,0,SPORTS,P1462,Football,0,"256,4","0,27","0,0",,,South,34.0,F,Mobile,28,,Safaaaaari,PAID
1094,B,2022-02-19,0,TOYS,P1724,Board Game,0,"95,21","0,24","0,0",,,North,70.0,F,TABLET,9,,Safaaaaari,Social
1095,A,2022-02-07,0,ELECTRONICS,P1819,Camera,0,"895,48","0,12","0,0",,,South,50.0,M,Mobile,22,,Safaaaaari,Email
1096,A,2022-01-27,0,FASHHION,P1100,Jeans,0,"107,0","0,17","0,0",,,East,40.0,F,Mobile,25,,Ottttther,PAID
1097,A,2022-01-15,0,FASHHION,P1055,T-shirt,0,"80,47","0,24","0,0",,,East,26.0,M,TABLET,5,,Firefoxxxxxx,Social
1098,A,2022-03-02,0,ELECTRONICS,P1331,Headphones,0,"323,59","0,08","0,0",,,North,,F,Desktop,4,,Safaaaaari,Social
1099,B,2022-01-21,0,FASHHION,P1835,Jeans,0,"92,06","0,19","0,0",,,West,19.0,M,Desktop,23,,Firefoxxxxxx,PAID
1100,A,2022-02-15,0,BOOKS,P1750,Novel,0,"21,49","0,25","0,0",,,North,55.0,F,TABLET,5,,Ottttther,Organic
1101,A,2022-03-10,0,BEAUTY,P1392,Perfume,0,"88,34","0,21","0,0",,,South,26.0,F,Desktop,24,,Ottttther,Social
1102,B,2022-01-06,0,FASHHION,P1742,Sneakers,0,,"0,14","0,0",,,Central,20.0,M,TABLET,24,,Safaaaaari,Organic
1103,B,2022-02-07,0,SPORTS,P1873,Gym Bag,0,"294,15","0,18","0,0",,,East,33.0,F,TABLET,29,,Ottttther,Organic
1104,B,2022-03-03,0,BEAUTY,P1380,Lotion,0,"111,97","0,3","0,0",,,Central,42.0,F,Mobile,18,,Ottttther,Organic
1105,B,2022-03-27,0,BOOKS,P1091,Novel,0,"33,97","0,18","0,0",,,East,41.0,M,Desktop,13,,Firefoxxxxxx,Organic
1106,A,2022-03-03,0,HOME,P1790,Chair,0,"200,79",,"0,0",,,South,64.0,M,TABLET,5,,Chrooome,Organic
1107,A,2022-03-23,0,FASHHION,P1446,Jeans,0,"26,21","0,22","0,0",,,East,46.0,M,Desktop,26,,Eddddge,Email
1108,B,2022-03-19,0,FASHHION,P1108,Jeans,0,"71,86","0,21","0,0",,,North,61.0,M,Desktop,24,,Safaaaaari,Organic
1109,B,2022-03-15,0,SPORTS,P1316,Football,0,"237,48","0,21","0,0",,,Central,57.0,F,Desktop,19,,Chrooome,Email
1110,A,2022-02-15,0,BOOKS,P1167,Biography,0,"14,24","0,14","0,0",,,Central,43.0,Other,TABLET,23,,Safaaaaari,Social
1111,B,2022-01-13,0,SPORTS,P1811,Football,0,"222,29","0,14","0,0",,,South,55.0,M,Mobile,3,,Chrooome,Email
1112,A,2022-01-03,0,TOYS,P1981,Doll,0,"60,08","0,14","0,0",,,Central,52.0,M,Desktop,22,,Ottttther,Email
1113,A,2022-01-06,0,BOOKS,P1919,Mystery,0,"12,73","0,01","0,0",,,South,40.0,F,TABLET,18,,Safaaaaari,Organic
1114,B,2022-01-08,0,ELECTRONICS,P1434,Laptop,0,"409,3","0,07","0,0",,,West,21.0,M,Desktop,6,,Chrooome,Social
1115,B,2022-02-13,0,ELECTRONICS,P1441,Smartphone,0,"597,04","0,05","0,0",,,North,59.0,M,Mobile,6,,Eddddge,Social
1116,B,2022-02-02,0,ELECTRONICS,P1217,Headphones,0,"534,7","0,27","0,0",,,East,31.0,M,Desktop,24,,Ottttther,Social
1117,A,2022-03-22,0,SPORTS,P1221,Running Shoes,0,"240,21","0,08","0,0",,,East,70.0,F,TABLET,5,,Safaaaaari,PAID
1118,B,2022-03-16,0,ELECTRONICS,P1672,Smartphone,0,"787,52","0,04","0,0",,,East,64.0,F,Desktop,30,,Safaaaaari,Email
1119,A,2022-03-18,0,BOOKS,P1527,Novel,0,"30,86","0,04","0,0",,,West,56.0,F,Desktop,1,,Chrooome,Organic
1120,A,2022-02-19,0,ELECTRONICS,P1277,Smartphone,0,"857,82","0,21","0,0",,,North,24.0,M,Desktop,8,,Safaaaaari,PAID
1121,B,2022-01-11,0,HOME,P1568,Lamp,0,"303,2","0,0","0,0",,,Central,25.0,F,Mobile,28,,Ottttther,Organic
1122,B,2022-01-28,0,ELECTRONICS,P1573,Headphones,0,"971,51","0,14","0,0",,,Central,59.0,F,Desktop,25,,Firefoxxxxxx,PAID
1123,B,2022-03-11,0,FASHHION,P1874,Jeans,0,"59,1","0,04","0,0",,,North,68.0,F,TABLET,1,,Chrooome,Social
1124,B,2022-02-10,0,TOYS,P1465,Doll,0,,"0,25","0,0",,,North,36.0,M,Desktop,21,,Eddddge,PAID
1125,B,2022-01-16,0,SPORTS,P1838,Tennis Racket,0,"129,88","0,29","0,0",,,East,19.0,F,Desktop,28,,Safaaaaari,Social
1126,B,2022-03-09,0,BEAUTY,P1753,Perfume,0,"49,06","0,29","0,0",,,Central,64.0,F,Desktop,6,,Ottttther,PAID
1127,A,2022-02-17,0,TOYS,P1601,Puzzle,0,"22,14","0,13","0,0",,,North,18.0,M,Mobile,20,,Safaaaaari,Organic
1128,A,2022-02-25,0,HOME,P1583,Sofa,0,"298,63","0,19","0,0",,,Central,59.0,M,TABLET,14,,Eddddge,Organic
1129,A,2022-03-05,0,SPORTS,P1837,Gym Bag,0,"88,18","0,18","0,0",,,North,55.0,F,Desktop,11,,Ottttther,PAID
1130,A,2022-02-28,0,BOOKS,P1029,Biography,0,"14,02",,"0,0",,,South,30.0,F,TABLET,2,,Eddddge,Email
1131,B,2022-03-31,1,SPORTS,P1358,Tennis Racket,1,"297,44","0,13","258,77",Cash on Delivery,Standard,East,59.0,F,TABLET,21,Yes,Ottttther,Email
1132,A,2022-03-03,0,FASHHION,P1918,Jeans,0,"164,31","0,02","0,0",,,North,61.0,F,Mobile,30,,Firefoxxxxxx,PAID
1133,A,2022-03-17,0,BOOKS,P1287,Novel,0,"38,67","0,24","0,0",,,West,,F,TABLET,30,,Ottttther,Email
1134,A,2022-01-11,0,TOYS,P1085,Action Figure,0,"80,44","0,07","0,0",,,North,49.0,M,Desktop,4,,Eddddge,Organic
1135,B,2022-03-30,0,TOYS,P1233,Puzzle,0,"97,05","0,14","0,0",,,South,47.0,M,Mobile,13,,Chrooome,Email
1136,A,2022-01-18,0,ELECTRONICS,P1746,Laptop,0,"658,62","0,14","0,0",,,West,23.0,Other,Mobile,7,,Firefoxxxxxx,PAID
1137,B,2022-01-19,0,BOOKS,P1312,Science Fiction,0,"14,91","0,17","0,0",,,West,55.0,M,TABLET,6,,Safaaaaari,Email
1138,A,2022-03-28,0,FASHHION,P1364,Dress,0,"175,2","0,25","0,0",,,North,50.0,M,Mobile,3,,Firefoxxxxxx,PAID
1139,A,2022-02-24,0,ELECTRONICS,P1776,Camera,0,"794,18","0,21","0,0",,,South,61.0,F,TABLET,9,,Firefoxxxxxx,Organic
1140,B,2022-03-23,1,ELECTRONICS,P1798,Headphones,2,"531,45","0,2","850,32",Cash on Delivery,Same day,West,40.0,F,TABLET,14,Yes,Safaaaaari,Social
1141,B,2022-01-26,0,SPORTS,P1838,Gym Bag,0,,"0,16","0,0",,,East,27.0,M,Mobile,20,,Ottttther,Organic
1142,A,2022-01-06,0,TOYS,P1904,Board Game,0,"44,07","0,03","0,0",,,East,63.0,M,Desktop,11,,Firefoxxxxxx,Organic
1143,B,2022-01-04,0,ELECTRONICS,P1268,Smartphone,0,"943,95","0,12","0,0",,,Central,32.0,M,TABLET,5,,Firefoxxxxxx,PAID
1144,B,2022-01-29,0,HOME,P1697,Table,0,"204,59","0,29","0,0",,,Central,40.0,M,Mobile,14,,Chrooome,Organic
1145,A,2022-02-28,0,HOME,P1130,Table,0,"483,57","0,3","0,0",,,South,53.0,F,Mobile,19,,Chrooome,Organic
1146,B,2022-01-17,0,TOYS,P1802,Puzzle,0,,"0,22","0,0",,,West,18.0,M,TABLET,8,,Eddddge,Email
1147,B,2022-02-12,0,HOME,P1992,Sofa,0,"333,73","0,07","0,0",,,East,25.0,F,TABLET,27,,Safaaaaari,PAID
1148,B,2022-03-21,0,SPORTS,P1788,Running Shoes,0,"186,55","0,03","0,0",,,East,20.0,F,TABLET,7,,Ottttther,Email
1149,B,2022-03-07,0,FASHHION,P1831,Sneakers,0,"86,62","0,12","0,0",,,South,31.0,F,TABLET,27,,Ottttther,PAID
1150,B,2022-02-03,0,BEAUTY,P1350,Lipstick,0,"12,57","0,26","0,0",,,West,34.0,M,Desktop,27,,Eddddge,Email
1151,B,2022-01-08,1,ELECTRONICS,P1179,Camera,4,"302,1","0,22","942,55",Bank Transfer,Express,South,51.0,F,Desktop,7,No,Ottttther,Email
1152,B,2022-01-13,0,BEAUTY,P1801,Mascara,0,"115,59","0,27","0,0",,,North,64.0,M,Desktop,24,,Ottttther,Social
1153,B,2022-01-08,0,FASHHION,P1479,Sneakers,0,"104,88","0,18","0,0",,,East,23.0,M,Desktop,23,,Chrooome,Organic
1154,B,2022-03-06,0,FASHHION,P1888,Dress,0,"46,97","0,04","0,0",,,South,22.0,F,Mobile,3,,Ottttther,Email
1155,B,2022-02-12,0,SPORTS,P1162,Running Shoes,0,"101,27","0,03","0,0",,,South,63.0,F,TABLET,3,,Ottttther,Social
1156,B,2022-02-08,1,HOME,P1782,Table,3,"476,53","0,01","1415,29",Cash on Delivery,Same day,North,68.0,F,Mobile,18,No,Eddddge,Email
1157,A,2022-03-22,0,HOME,P1887,Lamp,0,"215,21","0,17","0,0",,,Central,58.0,M,Mobile,13,,Eddddge,Email
1158,B,2022-02-28,0,FASHHION,P1095,Jeans,0,"183,38","0,07","0,0",,,East,57.0,M,Desktop,1,,Firefoxxxxxx,Social
1159,B,2022-03-25,0,SPORTS,P1773,Running Shoes,0,"112,25","0,22","0,0",,,South,46.0,Other,Mobile,5,,Ottttther,Social
1160,A,2022-03-29,1,SPORTS,P1509,Tennis Racket,4,"176,67","0,21","558,28",Bank Transfer,Express,East,52.0,F,Desktop,28,Yes,Ottttther,Social
1161,B,2022-03-27,0,TOYS,P1364,Board Game,0,"6,95","0,1","0,0",,,Central,,F,TABLET,4,,Ottttther,Organic
1162,A,2022-03-27,0,BOOKS,P1980,Biography,0,"28,48","0,05","0,0",,,South,57.0,F,Desktop,16,,Chrooome,Organic
1163,A,2022-02-13,0,ELECTRONICS,P1352,Camera,0,"709,55","0,03","0,0",,,North,65.0,M,TABLET,15,,Ottttther,Email
1164,B,2022-01-09,0,BOOKS,P1799,Science Fiction,0,"15,54","0,22","0,0",,,East,47.0,F,Desktop,29,,Chrooome,Organic
1165,A,2022-02-06,0,HOME,P1435,Sofa,0,"310,52","0,14","0,0",,,North,32.0,M,Mobile,27,,Firefoxxxxxx,Social
1166,B,2022-03-15,1,FASHHION,P1082,Dress,5,"136,49","0,1","614,21",PayPal,Standard,Central,70.0,F,Mobile,18,Yes,Safaaaaari,PAID
1167,B,2022-02-05,0,TOYS,P1224,Puzzle,0,"70,25","0,26","0,0",,,Central,32.0,F,Desktop,17,,Ottttther,Organic
1168,B,2022-01-28,0,BEAUTY,P1411,Perfume,0,"118,7","0,18","0,0",,,East,33.0,F,TABLET,14,,Eddddge,Social
1169,A,2022-02-11,0,HOME,P1734,Table,0,"190,1","0,16","0,0",,,Central,50.0,F,TABLET,14,,Eddddge,Social
1170,A,2022-02-12,0,ELECTRONICS,P1980,Smartphone,0,"654,22","0,22","0,0",,,West,27.0,M,Desktop,19,,Ottttther,Social
1171,B,2022-03-26,0,SPORTS,P1117,Football,0,"295,03","0,24","0,0",,,East,36.0,F,Mobile,29,,Chrooome,Social
1172,B,2022-03-29,1,FASHHION,P1481,T-shirt,2,"181,67","0,21","287,04",PayPal,Standard,West,54.0,M,TABLET,6,No,Eddddge,Email
1173,B,2022-02-11,0,HOME,P1191,Table,0,,"0,13","0,0",,,Central,67.0,M,Desktop,13,,Eddddge,Social
1174,A,2022-03-07,0,BEAUTY,P1590,Lotion,0,"64,06","0,11","0,0",,,East,20.0,M,TABLET,18,,Firefoxxxxxx,Social
1175,B,2022-02-24,0,ELECTRONICS,P1589,Headphones,0,"829,54","0,23","0,0",,,West,53.0,F,Mobile,26,,Firefoxxxxxx,Email
1176,B,2022-03-13,0,ELECTRONICS,P1658,Laptop,0,"695,92","0,16","0,0",,,Central,21.0,M,TABLET,15,,Firefoxxxxxx,Organic
1177,B,2022-02-17,0,TOYS,P1106,Board Game,0,"12,86","0,21","0,0",,,South,28.0,M,Desktop,29,,Eddddge,PAID
1178,A,2022-01-22,0,HOME,P1381,Table,0,"420,79","0,27","0,0",,,South,58.0,F,TABLET,23,,Eddddge,Email
1179,B,2022-01-27,0,BEAUTY,P1782,Lipstick,0,"104,79",,"0,0",,,North,50.0,F,TABLET,27,,Ottttther,Email
1180,B,2022-03-08,0,ELECTRONICS,P1389,Laptop,0,"359,13","0,08","0,0",,,South,45.0,M,Mobile,7,,Ottttther,Organic
1181,B,2022-01-13,0,FASHHION,P1243,Dress,0,"34,35","0,06","0,0",,,West,49.0,M,Mobile,27,,Chrooome,Organic
1182,A,2022-02-14,0,ELECTRONICS,P1584,Smartphone,0,"869,62","0,08","0,0",,,South,33.0,F,Mobile,19,,Eddddge,Social
1183,B,2022-01-10,0,BEAUTY,P1868,Lipstick,0,"21,05","0,23","0,0",,,East,26.0,F,Mobile,30,,Ottttther,Organic
1184,B,2022-01-09,1,SPORTS,P1467,Football,1,"54,67","0,11","48,66",Bank Transfer,Same day,East,28.0,M,Desktop,17,No,Ottttther,PAID
1185,A,2022-02-23,0,SPORTS,P1865,Running Shoes,0,"145,4","0,05","0,0",,,East,23.0,F,TABLET,9,,Firefoxxxxxx,Email
1186,B,2022-01-27,0,TOYS,P1933,Doll,0,"17,81","0,03","0,0",,,South,66.0,F,TABLET,11,,Firefoxxxxxx,PAID
1187,B,2022-02-03,0,HOME,P1537,Lamp,0,"461,15","0,1","0,0",,,South,44.0,F,TABLET,5,,Firefoxxxxxx,Social
1188,A,2022-01-01,0,BEAUTY,P1209,Lotion,0,"75,84","0,04","0,0",,,North,29.0,F,TABLET,2,,Safaaaaari,PAID
1189,A,2022-02-01,0,TOYS,P1603,Doll,0,"59,07","0,05","0,0",,,Central,,F,Desktop,15,,Ottttther,Social
