user_id,group,visit_date,conversion,product_category,product_id,product_name,quantity,price,discount,total_value,payment_method,shipping_method,region,customer_age,customer_gender,device,session_duration,coupon_used,browser,referral_source,conversion_str
1010,a,2022-02-03,0,electronics,1987,laptop,0,858.11,0.24,0.0,,,central,60.0,m,desktop,2,,safari,email,no
1011,a,2022-02-06,0,home,1534,chair,0,172.11,0.29,0.0,,,central,28.0,f,tablet,21,,edge,paid,no
1012,b,2022-01-06,0,home,1579,sofa,0,133.34,0.05,0.0,,,south,50.0,f,tablet,25,,firefox,paid,no
1013,b,2022-01-07,0,fashhion,1909,sneakers,0,142.64,0.01,0.0,,,south,63.0,m,mobile,21,,edge,email,no
1014,a,2022-01-25,0,books,1446,mystery,0,29.0,0.26,0.0,,,east,18.0,f,mobile,15,,firefox,paid,no
1015,b,2022-02-02,0,sports,1372,running_shoes,0,168.89,0.06,0.0,,,west,38.0,f,desktop,11,,edge,social,no
1016,b,2022-02-24,0,sports,1361,gym_bag,0,99.33,0.01,0.0,,,east,40.0,f,desktop,10,,other,social,no
1017,a,2022-02-27,0,fashhion,1092,t-shirt,0,26.28,0.05,0.0,,,central,26.0,m,mobile,18,,chrome,organic,no
1018,b,2022-01-07,0,sports,1320,gym_bag,0,140.77,0.12,0.0,,,central,18.0,m,tablet,23,,chrome,social,no
1019,b,2022-02-26,0,beauty,1323,lipstick,0,24.92,0.07,0.0,,,north,38.0,f,desktop,22,,chrome,paid,no
1020,a,2022-01-12,0,sports,1383,tennis_racket,0,274.62,0.09,0.0,,,east,39.0,f,mobile,23,,other,organic,no
1021,b,2022-01-16,0,sports,1574,tennis_racket,0,41.14,0.29,0.0,,,central,21.0,m,mobile,24,,other,email,no
1022,a,2022-03-21,0,sports,1735,running_shoes,0,146.55,0.21,0.0,,,central,18.0,m,mobile,26,,chrome,email,no
1023,b,2022-02-12,0,beauty,1736,mascara,0,17.31,0.21,0.0,,,west,68.0,m,tablet,21,,chrome,organic,no
1024,b,2022-03-18,1,books,1880,biography,3,,0.03,27.06,cash_on_delivery,same_day,north,27.0,m,mobile,2,yes,firefox,social,yes
1025,b,2022-01-07,0,sports,1345,tennis_racket,0,207.89,0.22,0.0,,,east,32.0,f,mobile,7,,firefox,organic,no
1026,a,2022-02-20,0,toys,1848,action_figure,0,66.48,0.22,0.0,,,south,69.0,other,tablet,7,,safari,organic,no
1027,b,2022-03-14,0,beauty,1102,mascara,0,14.63,0.2,0.0,,,east,53.0,m,mobile,24,,edge,social,no
1028,b,2022-02-01,0,fashhion,1214,sneakers,0,20.2,0.07,0.0,,,east,46.0,m,mobile,7,,firefox,email,no
1029,a,2022-03-16,0,electronics,1191,laptop,0,263.05,0.13,0.0,,,west,69.0,f,desktop,26,,firefox,organic,no
1030,b,2022-01-08,0,fashhion,1671,t-shirt,0,157.34,0.25,0.0,,,east,63.0,m,mobile,23,,firefox,email,no
1031,a,2022-03-28,0,electronics,1883,laptop,0,667.66,0.2,0.0,,,west,22.0,f,tablet,14,,firefox,paid,no
1032,b,2022-03-30,0,fashhion,1718,jeans,0,26.86,0.22,0.0,,,west,46.0,f,desktop,29,,other,social,no
1033,a,2022-03-13,0,toys,1780,board_game,0,51.37,0.18,0.0,,,central,64.0,f,mobile,25,,safari,paid,no
1034,a,2022-02-14,0,electronics,1193,camera,0,769.62,0.13,0.0,,,south,64.0,m,tablet,24,,firefox,email,no
1035,a,2022-03-27,0,electronics,1379,smartphone,0,895.16,0.23,0.0,,,west,44.0,m,mobile,2,,edge,paid,no
1036,b,2022-02-28,0,home,1402,table,0,470.32,0.02,0.0,,,north,42.0,f,desktop,2,,firefox,paid,no
1037,a,2022-01-04,0,electronics,1663,camera,0,461.95,0.2,0.0,,,north,33.0,m,tablet,23,,other,paid,no
1038,b,2022-03-08,0,electronics,1748,laptop,0,308.67,0.3,0.0,,,south,33.0,m,desktop,26,,chrome,organic,no
1039,a,2022-01-29,1,home,1599,sofa,5,156.62,0.23,602.99,credit_card,express,west,53.0,f,tablet,15,no,chrome,organic,yes
1040,a,2022-01-29,1,sports,1010,running_shoes,4,239.57,0.09,872.03,bank_transfer,same_day,south,42.0,f,tablet,11,no,safari,social,yes
1041,b,2022-01-28,0,sports,1186,tennis_racket,0,292.3,0.08,0.0,,,central,58.0,f,mobile,29,,chrome,email,no
1042,b,2022-03-18,0,home,1725,table,0,259.88,0.2,0.0,,,north,18.0,m,tablet,10,,firefox,email,no
1043,a,2022-03-20,0,beauty,1014,perfume,0,52.75,0.27,0.0,,,east,22.0,f,tablet,3,,other,social,no
1044,b,2022-03-28,0,electronics,1777,camera,0,543.35,0.17,0.0,,,north,58.0,f,mobile,17,,safari,email,no
1045,b,2022-02-13,0,electronics,1296,headphones,0,443.85,0.16,0.0,,,west,37.0,m,tablet,9,,firefox,email,no
1046,b,2022-03-31,0,home,1410,lamp,0,165.42,0.05,0.0,,,south,,f,tablet,30,,chrome,paid,no
1047,a,2022-01-04,0,home,1955,lamp,0,317.19,0.21,0.0,,,north,53.0,m,tablet,15,,edge,paid,no
1048,a,2022-03-31,0,beauty,1584,mascara,0,12.2,0.21,0.0,,,east,46.0,m,tablet,30,,firefox,email,no
1049,b,2022-01-09,1,toys,1051,puzzle,5,29.66,0.29,105.29,paypal,same_day,east,65.0,m,mobile,14,no,edge,social,yes
1050,a,2022-01-05,0,sports,1639,football,0,208.57,0.09,0.0,,,south,51.0,f,mobile,19,,edge,social,no
1051,b,2022-02-25,0,fashhion,1027,sneakers,0,25.77,0.23,0.0,,,south,65.0,f,desktop,17,,safari,email,no
1052,b,2022-03-25,0,toys,1576,board_game,0,12.9,0.13,0.0,,,north,35.0,m,tablet,22,,other,social,no
1053,b,2022-02-19,0,books,1016,mystery,0,18.2,0.17,0.0,,,west,19.0,m,mobile,20,,chrome,social,no
1054,b,2022-03-16,0,sports,1350,running_shoes,0,267.01,0.24,0.0,,,central,33.0,m,tablet,30,,chrome,paid,no
1055,b,2022-01-15,0,electronics,1427,headphones,0,811.91,0.07,0.0,,,east,46.0,m,mobile,17,,firefox,social,no
1056,a,2022-02-01,0,books,1649,biography,0,6.0,0.1,0.0,,,south,50.0,m,desktop,16,,chrome,organic,no
1057,b,2022-01-28,0,toys,1830,board_game,0,52.66,0.23,0.0,,,central,33.0,m,tablet,20,,safari,paid,no
1058,a,2022-01-22,0,home,1228,sofa,0,173.61,0.17,0.0,,,central,52.0,m,desktop,8,,chrome,organic,no
1059,a,2022-01-17,0,beauty,1765,lotion,0,100.81,0.03,0.0,,,central,64.0,f,desktop,27,,firefox,email,no
1060,b,2022-02-28,0,sports,1988,running_shoes,0,224.82,0.13,0.0,,,west,60.0,f,desktop,7,,chrome,social,no
1061,b,2022-03-31,1,beauty,1209,lotion,5,130.8,,536.28,credit_card,express,south,59.0,f,mobile,12,yes,other,organic,yes
1062,b,2022-03-12,0,books,1430,biography,0,26.39,0.27,0.0,,,east,34.0,m,tablet,1,,edge,social,no
1063,b,2022-02-26,0,sports,1293,football,0,298.5,0.06,0.0,,,south,21.0,m,mobile,26,,edge,organic,no
1064,a,2022-01-26,0,toys,1742,puzzle,0,98.1,0.24,0.0,,,north,66.0,m,mobile,12,,edge,paid,no
1065,a,2022-01-25,0,electronics,1752,laptop,0,905.73,0.04,0.0,,,east,21.0,m,tablet,25,,other,email,no
1066,b,2022-01-10,0,fashhion,1581,jeans,0,123.48,0.07,0.0,,,south,68.0,m,tablet,6,,safari,organic,no
1067,a,2022-02-14,0,beauty,1103,mascara,0,65.72,0.07,0.0,,,east,42.0,f,tablet,16,,firefox,paid,no
1068,a,2022-03-24,0,beauty,1203,lotion,0,61.01,0.26,0.0,,,north,50.0,f,tablet,18,,other,email,no
1069,a,2022-01-11,0,fashhion,1052,dress,0,22.18,0.06,0.0,,,east,31.0,m,mobile,19,,firefox,organic,no
1070,a,2022-03-18,0,beauty,1973,lotion,0,44.88,0.24,0.0,,,central,41.0,m,tablet,23,,safari,organic,no
1071,a,2022-02-22,0,beauty,1939,perfume,0,110.63,0.14,0.0,,,west,28.0,f,tablet,3,,other,paid,no
1072,a,2022-03-13,0,sports,1374,tennis_racket,0,192.98,0.3,0.0,,,north,42.0,m,tablet,29,,chrome,email,no
1073,a,2022-03-09,0,sports,1841,tennis_racket,0,277.43,0.25,0.0,,,east,45.0,f,desktop,3,,safari,email,no
1074,a,2022-01-28,0,fashhion,1053,sneakers,0,29.0,0.22,0.0,,,north,24.0,other,tablet,5,,edge,paid,no
1075,b,2022-03-16,0,books,1275,science_fiction,0,11.99,0.26,0.0,,,central,66.0,other,tablet,3,,other,social,no
1076,a,2022-03-06,0,electronics,1334,laptop,0,831.4,0.19,0.0,,,west,53.0,m,mobile,19,,safari,paid,no
1077,a,2022-02-18,0,toys,1030,board_game,0,39.06,0.25,0.0,,,north,27.0,m,desktop,27,,safari,email,no
1078,b,2022-02-16,0,toys,1134,action_figure,0,16.24,0.08,0.0,,,central,66.0,m,mobile,5,,other,paid,no
1079,a,2022-02-21,0,books,1057,mystery,0,49.84,0.03,0.0,,,central,53.0,f,desktop,14,,edge,social,no
1080,b,2022-03-29,0,beauty,1104,lipstick,0,120.22,0.18,0.0,,,central,48.0,f,mobile,21,,edge,paid,no
1081,b,2022-02-23,0,electronics,1265,camera,0,526.99,0.13,0.0,,,east,36.0,f,mobile,16,,safari,paid,no
1082,a,2022-03-01,1,fashhion,1521,jeans,3,168.2,0.13,439.0,bank_transfer,same_day,south,35.0,f,tablet,28,yes,firefox,organic,yes
1083,a,2022-02-26,0,books,1495,novel,0,35.63,0.16,0.0,,,north,66.0,f,tablet,25,,safari,social,no
1084,b,2022-02-16,0,fashhion,1252,sneakers,0,162.2,0.11,0.0,,,south,23.0,f,desktop,1,,other,email,no
1085,b,2022-01-31,0,sports,1294,tennis_racket,0,250.11,0.19,0.0,,,central,45.0,f,desktop,30,,other,social,no
1086,a,2022-02-15,0,beauty,1667,lipstick,0,21.86,0.01,0.0,,,south,24.0,f,desktop,17,,other,email,no
1087,b,2022-01-26,0,home,1157,sofa,0,330.34,0.29,0.0,,,central,55.0,f,tablet,11,,edge,email,no
1088,a,2022-01-05,1,fashhion,1548,t-shirt,3,21.22,0.28,45.84,cash_on_delivery,express,central,29.0,m,mobile,30,no,chrome,organic,yes
1089,b,2022-03-25,0,books,1630,science_fiction,0,6.96,0.28,0.0,,,west,58.0,f,desktop,9,,other,social,no
1090,a,2022-02-21,0,beauty,1066,lipstick,0,136.56,0.11,0.0,,,west,67.0,m,tablet,21,,other,organic,no
1091,b,2022-03-16,0,electronics,1753,smartphone,0,622.05,0.16,0.0,,,south,51.0,m,tablet,4,,firefox,paid,no
1092,b,2022-02-23,0,books,1298,mystery,0,38.12,0.29,0.0,,,north,42.0,f,mobile,2,,firefox,social,no
1093,b,2022-02-02,0,sports,1462,football,0,256.4,0.27,0.0,,,south,34.0,f,mobile,28,,safari,paid,no
1094,b,2022-02-19,0,toys,1724,board_game,0,95.21,0.24,0.0,,,north,70.0,f,tablet,9,,safari,social,no
1095,a,2022-02-07,0,electronics,1819,camera,0,895.48,0.12,0.0,,,south,50.0,m,mobile,22,,safari,email,no
1096,a,2022-01-27,0,fashhion,1100,jeans,0,107.0,0.17,0.0,,,east,40.0,f,mobile,25,,other,paid,no
1097,a,2022-01-15,0,fashhion,1055,t-shirt,0,80.47,0.24,0.0,,,east,26.0,m,tablet,5,,firefox,social,no
1098,a,2022-03-02,0,electronics,1331,headphones,0,323.59,0.08,0.0,,,north,,f,desktop,4,,safari,social,no
1099,b,2022-01-21,0,fashhion,1835,jeans,0,92.06,0.19,0.0,,,west,19.0,m,desktop,23,,firefox,paid,no
1100,a,2022-02-15,0,books,1750,novel,0,21.49,0.25,0.0,,,north,55.0,f,tablet,5,,other,organic,no
1101,a,2022-03-10,0,beauty,1392,perfume,0,88.34,0.21,0.0,,,south,26.0,f,desktop,24,,other,social,no
1102,b,2022-01-06,0,fashhion,1742,sneakers,0,,0.14,0.0,,,central,20.0,m,tablet,24,,safari,organic,no
1103,b,2022-02-07,0,sports,1873,gym_bag,0,294.15,0.18,0.0,,,east,33.0,f,tablet,29,,other,organic,no
1104,b,2022-03-03,0,beauty,1380,lotion,0,111.97,0.3,0.0,,,central,42.0,f,mobile,18,,other,organic,no
1105,b,2022-03-27,0,books,1091,novel,0,33.97,0.18,0.0,,,east,41.0,m,desktop,13,,firefox,organic,no
1106,a,2022-03-03,0,home,1790,chair,0,200.79,,0.0,,,south,64.0,m,tablet,5,,chrome,organic,no
1107,a,2022-03-23,0,fashhion,1446,jeans,0,26.21,0.22,0.0,,,east,46.0,m,desktop,26,,edge,email,no
1108,b,2022-03-19,0,fashhion,1108,jeans,0,71.86,0.21,0.0,,,north,61.0,m,desktop,24,,safari,organic,no
1109,b,2022-03-15,0,sports,1316,football,0,237.48,0.21,0.0,,,central,57.0,f,desktop,19,,chrome,email,no
1110,a,2022-02-15,0,books,1167,biography,0,14.24,0.14,0.0,,,central,43.0,other,tablet,23,,safari,social,no
1111,b,2022-01-13,0,sports,1811,football,0,222.29,0.14,0.0,,,south,55.0,m,mobile,3,,chrome,email,no
1112,a,2022-01-03,0,toys,1981,doll,0,60.08,0.14,0.0,,,central,52.0,m,desktop,22,,other,email,no
1113,a,2022-01-06,0,books,1919,mystery,0,12.73,0.01,0.0,,,south,40.0,f,tablet,18,,safari,organic,no
1114,b,2022-01-08,0,electronics,1434,laptop,0,409.3,0.07,0.0,,,west,21.0,m,desktop,6,,chrome,social,no
1115,b,2022-02-13,0,electronics,1441,smartphone,0,597.04,0.05,0.0,,,north,59.0,m,mobile,6,,edge,social,no
1116,b,2022-02-02,0,electronics,1217,headphones,0,534.7,0.27,0.0,,,east,31.0,m,desktop,24,,other,social,no
1117,a,2022-03-22,0,sports,1221,running_shoes,0,240.21,0.08,0.0,,,east,70.0,f,tablet,5,,safari,paid,no
1118,b,2022-03-16,0,electronics,1672,smartphone,0,787.52,0.04,0.0,,,east,64.0,f,desktop,30,,safari,email,no
1119,a,2022-03-18,0,books,1527,novel,0,30.86,0.04,0.0,,,west,56.0,f,desktop,1,,chrome,organic,no
1120,a,2022-02-19,0,electronics,1277,smartphone,0,857.82,0.21,0.0,,,north,24.0,m,desktop,8,,safari,paid,no
1121,b,2022-01-11,0,home,1568,lamp,0,303.2,0.0,0.0,,,central,25.0,f,mobile,28,,other,organic,no
1122,b,2022-01-28,0,electronics,1573,headphones,0,971.51,0.14,0.0,,,central,59.0,f,desktop,25,,firefox,paid,no
1123,b,2022-03-11,0,fashhion,1874,jeans,0,59.1,0.04,0.0,,,north,68.0,f,tablet,1,,chrome,social,no
1124,b,2022-02-10,0,toys,1465,doll,0,,0.25,0.0,,,north,36.0,m,desktop,21,,edge,paid,no
1125,b,2022-01-16,0,sports,1838,tennis_racket,0,129.88,0.29,0.0,,,east,19.0,f,desktop,28,,safari,social,no
1126,b,2022-03-09,0,beauty,1753,perfume,0,49.06,0.29,0.0,,,central,64.0,f,desktop,6,,other,paid,no
1127,a,2022-02-17,0,toys,1601,puzzle,0,22.14,0.13,0.0,,,north,18.0,m,mobile,20,,safari,organic,no
1128,a,2022-02-25,0,home,1583,sofa,0,298.63,0.19,0.0,,,central,59.0,m,tablet,14,,edge,organic,no
1129,a,2022-03-05,0,sports,1837,gym_bag,0,88.18,0.18,0.0,,,north,55.0,f,desktop,11,,other,paid,no
1130,a,2022-02-28,0,books,1029,biography,0,14.02,,0.0,,,south,30.0,f,tablet,2,,edge,email,no
1131,b,2022-03-31,1,sports,1358,tennis_racket,1,297.44,0.13,258.77,cash_on_delivery,standard,east,59.0,f,tablet,21,yes,other,email,yes
1132,a,2022-03-03,0,fashhion,1918,jeans,0,164.31,0.02,0.0,,,north,61.0,f,mobile,30,,firefox,paid,no
1133,a,2022-03-17,0,books,1287,novel,0,38.67,0.24,0.0,,,west,,f,tablet,30,,other,email,no
1134,a,2022-01-11,0,toys,1085,action_figure,0,80.44,0.07,0.0,,,north,49.0,m,desktop,4,,edge,organic,no
1135,b,2022-03-30,0,toys,1233,puzzle,0,97.05,0.14,0.0,,,south,47.0,m,mobile,13,,chrome,email,no
1136,a,2022-01-18,0,electronics,1746,laptop,0,658.62,0.14,0.0,,,west,23.0,other,mobile,7,,firefox,paid,no
1137,b,2022-01-19,0,books,1312,science_fiction,0,14.91,0.17,0.0,,,west,55.0,m,tablet,6,,safari,email,no
1138,a,2022-03-28,0,fashhion,1364,dress,0,175.2,0.25,0.0,,,north,50.0,m,mobile,3,,firefox,paid,no
1139,a,2022-02-24,0,electronics,1776,camera,0,794.18,0.21,0.0,,,south,61.0,f,tablet,9,,firefox,organic,no
1140,b,2022-03-23,1,electronics,1798,headphones,2,531.45,0.2,850.32,cash_on_delivery,same_day,west,40.0,f,tablet,14,yes,safari,social,yes
1141,b,2022-01-26,0,sports,1838,gym_bag,0,,0.16,0.0,,,east,27.0,m,mobile,20,,other,organic,no
1142,a,2022-01-06,0,toys,1904,board_game,0,44.07,0.03,0.0,,,east,63.0,m,desktop,11,,firefox,organic,no
1143,b,2022-01-04,0,electronics,1268,smartphone,0,943.95,0.12,0.0,,,central,32.0,m,tablet,5,,firefox,paid,no
1144,b,2022-01-29,0,home,1697,table,0,204.59,0.29,0.0,,,central,40.0,m,mobile,14,,chrome,organic,no
1145,a,2022-02-28,0,home,1130,table,0,483.57,0.3,0.0,,,south,53.0,f,mobile,19,,chrome,organic,no
1146,b,2022-01-17,0,toys,1802,puzzle,0,,0.22,0.0,,,west,18.0,m,tablet,8,,edge,email,no
1147,b,2022-02-12,0,home,1992,sofa,0,333.73,0.07,0.0,,,east,25.0,f,tablet,27,,safari,paid,no
1148,b,2022-03-21,0,sports,1788,running_shoes,0,186.55,0.03,0.0,,,east,20.0,f,tablet,7,,other,email,no
1149,b,2022-03-07,0,fashhion,1831,sneakers,0,86.62,0.12,0.0,,,south,31.0,f,tablet,27,,other,paid,no
1150,b,2022-02-03,0,beauty,1350,lipstick,0,12.57,0.26,0.0,,,west,34.0,m,desktop,27,,edge,email,no
1151,b,2022-01-08,1,electronics,1179,camera,4,302.1,0.22,942.55,bank_transfer,express,south,51.0,f,desktop,7,no,other,email,yes
1152,b,2022-01-13,0,beauty,1801,mascara,0,115.59,0.27,0.0,,,north,64.0,m,desktop,24,,other,social,no
1153,b,2022-01-08,0,fashhion,1479,sneakers,0,104.88,0.18,0.0,,,east,23.0,m,desktop,23,,chrome,organic,no
1154,b,2022-03-06,0,fashhion,1888,dress,0,46.97,0.04,0.0,,,south,22.0,f,mobile,3,,other,email,no
1155,b,2022-02-12,0,sports,1162,running_shoes,0,101.27,0.03,0.0,,,south,63.0,f,tablet,3,,other,social,no
1156,b,2022-02-08,1,home,1782,table,3,476.53,0.01,1415.29,cash_on_delivery,same_day,north,68.0,f,mobile,18,no,edge,email,yes
1157,a,2022-03-22,0,home,1887,lamp,0,215.21,0.17,0.0,,,central,58.0,m,mobile,13,,edge,email,no
1158,b,2022-02-28,0,fashhion,1095,jeans,0,183.38,0.07,0.0,,,east,57.0,m,desktop,1,,firefox,social,no
1159,b,2022-03-25,0,sports,1773,running_shoes,0,112.25,0.22,0.0,,,south,46.0,other,mobile,5,,other,social,no
1160,a,2022-03-29,1,sports,1509,tennis_racket,4,176.67,0.21,558.28,bank_transfer,express,east,52.0,f,desktop,28,yes,other,social,yes
1161,b,2022-03-27,0,toys,1364,board_game,0,6.95,0.1,0.0,,,central,,f,tablet,4,,other,organic,no
1162,a,2022-03-27,0,books,1980,biography,0,28.48,0.05,0.0,,,south,57.0,f,desktop,16,,chrome,organic,no
1163,a,2022-02-13,0,electronics,1352,camera,0,709.55,0.03,0.0,,,north,65.0,m,tablet,15,,other,email,no
1164,b,2022-01-09,0,books,1799,science_fiction,0,15.54,0.22,0.0,,,east,47.0,f,desktop,29,,chrome,organic,no
1165,a,2022-02-06,0,home,1435,sofa,0,310.52,0.14,0.0,,,north,32.0,m,mobile,27,,firefox,social,no
1166,b,2022-03-15,1,fashhion,1082,dress,5,136.49,0.1,614.21,paypal,standard,central,70.0,f,mobile,18,yes,safari,paid,yes
1167,b,2022-02-05,0,toys,1224,puzzle,0,70.25,0.26,0.0,,,central,32.0,f,desktop,17,,other,organic,no
1168,b,2022-01-28,0,beauty,1411,perfume,0,118.7,0.18,0.0,,,east,33.0,f,tablet,14,,edge,social,no
1169,a,2022-02-11,0,home,1734,table,0,190.1,0.16,0.0,,,central,50.0,f,tablet,14,,edge,social,no
1170,a,2022-02-12,0,electronics,1980,smartphone,0,654.22,0.22,0.0,,,west,27.0,m,desktop,19,,other,social,no
1171,b,2022-03-26,0,sports,1117,football,0,295.03,0.24,0.0,,,east,36.0,f,mobile,29,,chrome,social,no
1172,b,2022-03-29,1,fashhion,1481,t-shirt,2,181.67,0.21,287.04,paypal,standard,west,54.0,m,tablet,6,no,edge,email,yes
1173,b,2022-02-11,0,home,1191,table,0,,0.13,0.0,,,central,67.0,m,desktop,13,,edge,social,no
1174,a,2022-03-07,0,beauty,1590,lotion,0,64.06,0.11,0.0,,,east,20.0,m,tablet,18,,firefox,social,no
1175,b,2022-02-24,0,electronics,1589,headphones,0,829.54,0.23,0.0,,,west,53.0,f,mobile,26,,firefox,email,no
1176,b,2022-03-13,0,electronics,1658,laptop,0,695.92,0.16,0.0,,,central,21.0,m,tablet,15,,firefox,organic,no
1177,b,2022-02-17,0,toys,1106,board_game,0,12.86,0.21,0.0,,,south,28.0,m,desktop,29,,edge,paid,no
1178,a,2022-01-22,0,home,1381,table,0,420.79,0.27,0.0,,,south,58.0,f,tablet,23,,edge,email,no
1179,b,2022-01-27,0,beauty,1782,lipstick,0,104.79,,0.0,,,north,50.0,f,tablet,27,,other,email,no
1180,b,2022-03-08,0,electronics,1389,laptop,0,359.13,0.08,0.0,,,south,45.0,m,mobile,7,,other,organic,no
1181,b,2022-01-13,0,fashhion,1243,dress,0,34.35,0.06,0.0,,,west,49.0,m,mobile,27,,chrome,organic,no
1182,a,2022-02-14,0,electronics,1584,smartphone,0,869.62,0.08,0.0,,,south,33.0,f,mobile,19,,edge,social,no
1183,b,2022-01-10,0,beauty,1868,lipstick,0,21.05,0.23,0.0,,,east,26.0,f,mobile,30,,other,organic,no
1184,b,2022-01-09,1,sports,1467,football,1,54.67,0.11,48.66,bank_transfer,same_day,east,28.0,m,desktop,17,no,other,paid,yes
1185,a,2022-02-23,0,sports,1865,running_shoes,0,145.4,0.05,0.0,,,east,23.0,f,tablet,9,,firefox,email,no
1186,b,2022-01-27,0,toys,1933,doll,0,17.81,0.03,0.0,,,south,66.0,f,tablet,11,,firefox,paid,no
1187,b,2022-02-03,0,home,1537,lamp,0,461.15,0.1,0.0,,,south,44.0,f,tablet,5,,firefox,social,no
1188,a,2022-01-01,0,beauty,1209,lotion,0,75.84,0.04,0.0,,,north,29.0,f,tablet,2,,safari,paid,no
1189,a,2022-02-01,0,toys,1603,doll,0,59.07,0.05,0.0,,,central,,f,desktop,15,,other,social,no
1190,b,2022-03-30,0,books,1636,science_fiction,0,,0.21,0.0,,,north,57.0,f,mobile,24,,firefox,paid,no
1191,a,2022-03-12,0,electronics,1946,headphones,0,624.21,0.01,0.0,,,west,65.0,m,tablet,12,,firefox,email,no
1192,b,2022-03-08,0,books,1072,science_fiction,0,20.91,0.04,0.0,,,east,54.0,f,tablet,10,,edge,paid,no
1193,a,2022-03-25,0,electronics,1991,camera,0,837.72,0.25,0.0,,,south,,f,mobile,10,,firefox,organic,no
1194,b,2022-01-20,0,sports,1634,football,0,149.57,0.25,0.0,,,central,50.0,m,mobile,20,,edge,paid,no
1195,a,2022-02-04,1,toys,1308,puzzle,4,35.25,0.1,126.9,bank_transfer,same_day,central,34.0,f,tablet,11,no,chrome,email,yes
1196,b,2022-03-31,0,sports,1695,football,0,225.27,0.03,0.0,,,south,46.0,m,mobile,10,,firefox,social,no
1197,b,2022-03-19,0,fashhion,1698,sneakers,0,164.29,0.21,0.0,,,north,70.0,m,tablet,28,,edge,paid,no
1198,b,2022-01-17,0,books,1709,novel,0,40.63,0.11,0.0,,,central,57.0,m,tablet,7,,firefox,paid,no
1199,b,2022-01-18,0,books,1589,science_fiction,0,49.0,0.01,0.0,,,north,27.0,f,tablet,14,,chrome,organic,no
1200,a,2022-02-14,0,sports,1859,gym_bag,0,242.4,0.05,0.0,,,south,35.0,f,tablet,13,,firefox,social,no
1201,b,2022-03-25,0,fashhion,1185,t-shirt,0,158.59,0.04,0.0,,,north,64.0,m,tablet,5,,edge,social,no
1202,a,2022-02-22,1,electronics,1855,camera,2,885.99,0.18,1453.02,credit_card,express,east,69.0,f,tablet,29,no,chrome,social,yes
1203,a,2022-03-23,0,toys,1252,action_figure,0,5.02,0.27,0.0,,,south,30.0,m,mobile,19,,chrome,email,no
1204,a,2022-03-09,0,fashhion,1012,dress,0,85.24,0.24,0.0,,,south,44.0,f,desktop,10,,chrome,email,no
1205,a,2022-03-06,0,toys,1298,board_game,0,75.07,0.16,0.0,,,central,27.0,f,desktop,8,,safari,organic,no
1206,b,2022-01-01,1,books,1075,mystery,1,31.99,0.13,27.83,cash_on_delivery,express,central,49.0,f,tablet,18,no,edge,paid,yes
1207,b,2022-02-27,0,toys,1050,action_figure,0,21.87,0.19,0.0,,,central,58.0,f,mobile,1,,safari,email,no
1208,a,2022-01-26,0,books,1786,science_fiction,0,18.67,0.13,0.0,,,east,62.0,m,tablet,5,,chrome,social,no
1209,a,2022-01-20,0,fashhion,1148,dress,0,80.62,0.07,0.0,,,east,20.0,f,mobile,11,,safari,paid,no
1210,b,2022-03-28,0,books,1730,novel,0,30.55,0.2,0.0,,,west,39.0,other,tablet,20,,firefox,paid,no
1211,a,2022-01-10,0,home,1121,sofa,0,424.22,0.26,0.0,,,south,44.0,m,tablet,11,,safari,paid,no
1212,a,2022-02-28,0,books,1210,biography,0,46.96,0.11,0.0,,,central,20.0,f,desktop,16,,other,organic,no
1213,a,2022-03-16,0,sports,1279,running_shoes,0,232.52,0.25,0.0,,,south,50.0,other,mobile,10,,chrome,email,no
1214,b,2022-02-10,0,fashhion,1537,sneakers,0,171.73,0.13,0.0,,,north,19.0,m,mobile,15,,chrome,email,no
1215,b,2022-01-05,0,electronics,1684,smartphone,0,576.08,0.12,0.0,,,east,28.0,f,desktop,7,,edge,paid,no
1216,a,2022-03-06,0,toys,1155,doll,0,42.03,0.01,0.0,,,west,63.0,f,desktop,15,,firefox,organic,no
1217,a,2022-01-17,0,beauty,1237,lipstick,0,64.98,0.21,0.0,,,north,27.0,f,desktop,29,,edge,organic,no
1218,b,2022-01-22,0,fashhion,1375,t-shirt,0,130.89,0.24,0.0,,,south,56.0,m,desktop,25,,safari,email,no
1219,b,2022-02-10,0,sports,1081,football,0,63.54,0.2,0.0,,,east,50.0,m,mobile,16,,other,email,no
1220,a,2022-03-09,0,books,1491,novel,0,31.08,0.05,0.0,,,central,24.0,m,mobile,6,,other,organic,no
1221,b,2022-03-10,0,toys,1355,puzzle,0,68.19,0.03,0.0,,,north,32.0,f,desktop,11,,other,social,no
1222,a,2022-01-11,1,home,1924,chair,4,247.51,0.17,821.73,paypal,same_day,east,43.0,f,tablet,17,no,other,organic,yes
1223,a,2022-02-25,0,electronics,1272,laptop,0,962.53,0.12,0.0,,,south,28.0,f,tablet,15,,firefox,social,no
1224,b,2022-02-20,0,home,1579,table,0,323.7,0.13,0.0,,,south,55.0,m,tablet,16,,safari,email,no
1225,a,2022-01-21,0,beauty,1043,mascara,0,40.8,0.29,0.0,,,north,44.0,m,tablet,24,,other,organic,no
1226,b,2022-03-17,0,fashhion,1572,jeans,0,106.26,0.22,0.0,,,north,56.0,f,mobile,2,,chrome,organic,no
